"Storage 214656 - RawData - C:\Documents and Settings\uvvis\Desktop\w\File_260418_214656.spc"
"Wavelength nm.","Abs."
200.00,0.598
200.50,0.576
201.00,0.533
201.50,0.553
202.00,0.529
202.50,0.482
203.00,0.508
203.50,0.507
204.00,0.503
204.50,0.504
205.00,0.507
205.50,0.454
206.00,0.483
206.50,0.436
207.00,0.441
207.50,0.468
208.00,0.510
208.50,0.472
209.00,0.437
209.50,0.409
210.00,0.429
210.50,0.440
211.00,0.404
211.50,0.417
212.00,0.370
212.50,0.369
213.00,0.377
213.50,0.350
214.00,0.339
214.50,0.343
215.00,0.343
215.50,0.334
216.00,0.317
216.50,0.317
217.00,0.292
217.50,0.276
218.00,0.267
218.50,0.271
219.00,0.266
219.50,0.260
220.00,0.248
220.50,0.234
221.00,0.229
221.50,0.223
222.00,0.228
222.50,0.237
223.00,0.238
223.50,0.208
224.00,0.213
224.50,0.214
225.00,0.193
225.50,0.174
226.00,0.176
226.50,0.171
227.00,0.178
227.50,0.173
228.00,0.163
228.50,0.158
229.00,0.153
229.50,0.154
230.00,0.141
230.50,0.140
231.00,0.150
231.50,0.137
232.00,0.141
232.50,0.146
233.00,0.121
233.50,0.128
234.00,0.134
234.50,0.125
235.00,0.119
235.50,0.139
236.00,0.125
236.50,0.128
237.00,0.123
237.50,0.138
238.00,0.136
238.50,0.135
239.00,0.126
239.50,0.138
240.00,0.134
240.50,0.136
241.00,0.140
241.50,0.132
242.00,0.146
242.50,0.156
243.00,0.149
243.50,0.147
244.00,0.153
244.50,0.147
245.00,0.151
245.50,0.156
246.00,0.162
246.50,0.162
247.00,0.161
247.50,0.160
248.00,0.172
248.50,0.165
249.00,0.165
249.50,0.164
250.00,0.169
250.50,0.165
251.00,0.173
251.50,0.157
252.00,0.163
252.50,0.161
253.00,0.149
253.50,0.156
254.00,0.141
254.50,0.133
255.00,0.131
255.50,0.116
256.00,0.114
256.50,0.109
257.00,0.104
257.50,0.091
258.00,0.086
258.50,0.081
259.00,0.072
259.50,0.074
260.00,0.051
260.50,0.059
261.00,0.056
261.50,0.050
262.00,0.053
262.50,0.052
263.00,0.049
263.50,0.033
264.00,0.051
264.50,0.046
265.00,0.041
265.50,0.048
266.00,0.048
266.50,0.047
267.00,0.059
267.50,0.037
268.00,0.041
268.50,0.039
269.00,0.042
269.50,0.050
270.00,0.052
270.50,0.042
271.00,0.048
271.50,0.062
272.00,0.053
272.50,0.057
273.00,0.056
273.50,0.060
274.00,0.057
274.50,0.045
275.00,0.056
275.50,0.050
276.00,0.053
276.50,0.064
277.00,0.057
277.50,0.061
278.00,0.065
278.50,0.073
279.00,0.064
279.50,0.073
280.00,0.068
280.50,0.053
281.00,0.054
281.50,0.064
282.00,0.068
282.50,0.069
283.00,0.055
283.50,0.067
284.00,0.057
284.50,0.058
285.00,0.062
285.50,0.069
286.00,0.075
286.50,0.072
287.00,0.074
287.50,0.055
288.00,0.048
288.50,0.053
289.00,0.058
289.50,0.065
290.00,0.064
290.50,0.062
291.00,0.064
291.50,0.065
292.00,0.062
292.50,0.067
293.00,0.066
293.50,0.052
294.00,0.064
294.50,0.055
295.00,0.058
295.50,0.058
296.00,0.050
296.50,0.041
297.00,0.050
297.50,0.046
298.00,0.043
298.50,0.044
299.00,0.043
299.50,0.036
300.00,0.041
300.50,0.035
301.00,0.040
301.50,0.047
302.00,0.033
302.50,0.044
303.00,0.031
303.50,0.046
304.00,0.031
304.50,0.034
305.00,0.036
305.50,0.040
306.00,0.054
306.50,0.015
307.00,0.038
307.50,0.044
308.00,0.040
308.50,0.048
309.00,0.037
309.50,0.035
310.00,0.063
310.50,0.058
311.00,0.035
311.50,0.031
312.00,0.028
312.50,0.028
313.00,0.022
313.50,0.037
314.00,0.044
314.50,0.037
315.00,0.034
315.50,0.037
316.00,0.022
316.50,0.009
317.00,0.021
317.50,0.018
318.00,0.034
318.50,0.031
319.00,0.034
319.50,0.018
320.00,0.024
320.50,0.033
321.00,0.036
321.50,0.044
322.00,0.041
322.50,0.026
323.00,0.014
323.50,0.026
324.00,0.044
324.50,0.032
325.00,0.025
325.50,0.049
326.00,0.034
326.50,0.036
327.00,0.039
327.50,0.045
328.00,0.052
328.50,0.034
329.00,0.035
329.50,0.053
330.00,0.040
330.50,0.036
331.00,0.036
331.50,0.054
332.00,0.050
332.50,0.047
333.00,0.048
333.50,0.045
334.00,0.040
334.50,0.050
335.00,0.037
335.50,0.027
336.00,0.040
336.50,0.031
337.00,0.029
337.50,0.042
338.00,0.032
338.50,0.034
339.00,0.034
339.50,0.032
340.00,0.036
340.50,0.048
341.00,0.029
341.50,0.020
342.00,0.031
342.50,0.046
343.00,0.027
343.50,0.030
344.00,0.038
344.50,0.037
345.00,0.036
345.50,0.036
346.00,0.034
346.50,0.036
347.00,0.036
347.50,0.040
348.00,0.035
348.50,0.033
349.00,0.033
349.50,0.032
350.00,0.033
350.50,0.035
351.00,0.035
351.50,0.047
352.00,0.044
352.50,0.036
353.00,0.042
353.50,0.029
354.00,0.033
354.50,0.037
355.00,0.037
355.50,0.043
356.00,0.026
356.50,0.030
357.00,0.036
357.50,0.022
358.00,0.025
358.50,0.018
359.00,0.024
359.50,0.024
360.00,0.026
360.50,0.035
361.00,0.028
361.50,0.035
362.00,0.032
362.50,0.029
363.00,0.035
363.50,0.034
364.00,0.026
364.50,0.022
365.00,0.025
