"Storage 215012 - RawData - C:\Documents and Settings\uvvis\Desktop\w\File_260418_215012.spc"
"Wavelength nm.","Abs."
200.00,0.789
200.50,0.721
201.00,0.710
201.50,0.712
202.00,0.608
202.50,0.671
203.00,0.654
203.50,0.617
204.00,0.676
204.50,0.642
205.00,0.634
205.50,0.614
206.00,0.593
206.50,0.580
207.00,0.605
207.50,0.592
208.00,0.577
208.50,0.559
209.00,0.562
209.50,0.550
210.00,0.536
210.50,0.564
211.00,0.548
211.50,0.517
212.00,0.505
212.50,0.509
213.00,0.479
213.50,0.492
214.00,0.444
214.50,0.432
215.00,0.401
215.50,0.421
216.00,0.410
216.50,0.414
217.00,0.371
217.50,0.378
218.00,0.365
218.50,0.351
219.00,0.347
219.50,0.338
220.00,0.326
220.50,0.304
221.00,0.282
221.50,0.306
222.00,0.304
222.50,0.324
223.00,0.310
223.50,0.277
224.00,0.274
224.50,0.244
225.00,0.233
225.50,0.223
226.00,0.225
226.50,0.228
227.00,0.216
227.50,0.226
228.00,0.226
228.50,0.201
229.00,0.196
229.50,0.193
230.00,0.170
230.50,0.193
231.00,0.187
231.50,0.172
232.00,0.181
232.50,0.180
233.00,0.163
233.50,0.154
234.00,0.154
234.50,0.166
235.00,0.161
235.50,0.163
236.00,0.169
236.50,0.170
237.00,0.168
237.50,0.178
238.00,0.186
238.50,0.175
239.00,0.173
239.50,0.165
240.00,0.166
240.50,0.180
241.00,0.177
241.50,0.194
242.00,0.192
242.50,0.186
243.00,0.188
243.50,0.195
244.00,0.206
244.50,0.210
245.00,0.203
245.50,0.206
246.00,0.204
246.50,0.207
247.00,0.212
247.50,0.216
248.00,0.227
248.50,0.213
249.00,0.216
249.50,0.221
250.00,0.215
250.50,0.215
251.00,0.209
251.50,0.202
252.00,0.204
252.50,0.205
253.00,0.204
253.50,0.194
254.00,0.181
254.50,0.183
255.00,0.168
255.50,0.166
256.00,0.155
256.50,0.146
257.00,0.131
257.50,0.125
258.00,0.118
258.50,0.104
259.00,0.094
259.50,0.081
260.00,0.088
260.50,0.081
261.00,0.074
261.50,0.061
262.00,0.074
262.50,0.076
263.00,0.063
263.50,0.061
264.00,0.059
264.50,0.061
265.00,0.064
265.50,0.059
266.00,0.063
266.50,0.057
267.00,0.064
267.50,0.063
268.00,0.055
268.50,0.055
269.00,0.056
269.50,0.067
270.00,0.068
270.50,0.065
271.00,0.062
271.50,0.062
272.00,0.057
272.50,0.056
273.00,0.073
273.50,0.069
274.00,0.068
274.50,0.067
275.00,0.063
275.50,0.072
276.00,0.085
276.50,0.078
277.00,0.080
277.50,0.077
278.00,0.089
278.50,0.083
279.00,0.068
279.50,0.084
280.00,0.076
280.50,0.085
281.00,0.091
281.50,0.079
282.00,0.068
282.50,0.074
283.00,0.081
283.50,0.080
284.00,0.076
284.50,0.086
285.00,0.084
285.50,0.083
286.00,0.089
286.50,0.095
287.00,0.088
287.50,0.079
288.00,0.070
288.50,0.062
289.00,0.082
289.50,0.085
290.00,0.074
290.50,0.079
291.00,0.082
291.50,0.079
292.00,0.066
292.50,0.081
293.00,0.074
293.50,0.079
294.00,0.084
294.50,0.086
