5.500952e+002,5.036444e+001
5.505773e+002,5.060879e+001
5.510594e+002,5.082639e+001
5.515415e+002,5.098794e+001
5.520236e+002,5.105507e+001
5.525057e+002,5.103850e+001
5.529879e+002,5.099007e+001
5.534700e+002,5.089558e+001
5.539521e+002,5.083073e+001
5.544342e+002,5.079958e+001
5.549163e+002,5.082089e+001
5.553984e+002,5.089972e+001
5.558806e+002,5.106495e+001
5.563627e+002,5.118972e+001
5.568448e+002,5.127946e+001
5.573269e+002,5.131668e+001
5.578090e+002,5.130923e+001
5.582911e+002,5.124157e+001
5.587733e+002,5.113366e+001
5.592554e+002,5.104998e+001
5.597375e+002,5.095118e+001
5.602196e+002,5.088024e+001
5.607017e+002,5.083684e+001
5.611838e+002,5.079259e+001
5.616660e+002,5.074192e+001
5.621481e+002,5.067478e+001
5.626302e+002,5.059640e+001
5.631123e+002,5.054000e+001
5.635944e+002,5.058057e+001
5.640765e+002,5.062707e+001
5.645587e+002,5.071166e+001
5.650408e+002,5.083947e+001
5.655229e+002,5.094883e+001
5.660050e+002,5.101644e+001
5.664871e+002,5.103761e+001
5.669692e+002,5.101554e+001
5.674514e+002,5.095117e+001
5.679335e+002,5.084232e+001
5.684156e+002,5.074700e+001
5.688977e+002,5.055284e+001
5.693798e+002,5.032077e+001
5.698619e+002,5.006307e+001
5.703441e+002,4.980977e+001
5.708262e+002,4.960481e+001
5.713083e+002,4.949226e+001
5.717904e+002,4.949145e+001
5.722725e+002,4.958776e+001
5.727546e+002,4.973195e+001
5.732368e+002,4.984953e+001
5.737189e+002,4.989750e+001
5.742010e+002,4.986976e+001
5.746831e+002,4.979712e+001
5.751652e+002,4.972584e+001
5.756473e+002,4.969887e+001
5.761295e+002,4.973451e+001
5.766116e+002,4.981208e+001
5.770937e+002,4.988199e+001
5.775758e+002,4.989882e+001
5.780579e+002,4.984890e+001
5.785400e+002,4.975105e+001
5.790222e+002,4.964575e+001
5.795043e+002,4.957337e+001
5.799864e+002,4.955490e+001
5.804685e+002,4.957722e+001
5.809506e+002,4.960354e+001
5.814327e+002,4.959688e+001
5.819149e+002,4.953929e+001
5.823970e+002,4.943830e+001
5.828791e+002,4.932253e+001
5.833612e+002,4.922977e+001
5.838433e+002,4.918927e+001
5.843254e+002,4.920470e+001
5.848076e+002,4.925661e+001
5.852897e+002,4.931999e+001
5.857718e+002,4.938164e+001
5.862539e+002,4.944098e+001
5.867360e+002,4.950463e+001
5.872181e+002,4.940951e+001
5.877003e+002,4.939972e+001
5.881824e+002,4.946852e+001
