5.500952e+002,8.262753e+001
5.505773e+002,8.287289e+001
5.510594e+002,8.307667e+001
5.515415e+002,8.327319e+001
5.520236e+002,8.349275e+001
5.525057e+002,8.366708e+001
5.529879e+002,8.386716e+001
5.534700e+002,8.412006e+001
5.539521e+002,8.435683e+001
5.544342e+002,8.454617e+001
5.549163e+002,8.466844e+001
5.553984e+002,8.476644e+001
5.558806e+002,8.484225e+001
5.563627e+002,8.485911e+001
5.568448e+002,8.485462e+001
5.573269e+002,8.486462e+001
5.578090e+002,8.490855e+001
5.582911e+002,8.499795e+001
5.587733e+002,8.505177e+001
5.592554e+002,8.532088e+001
5.597375e+002,8.564075e+001
5.602196e+002,8.599336e+001
5.607017e+002,8.632420e+001
5.611838e+002,8.661685e+001
5.616660e+002,8.679729e+001
5.621481e+002,8.696219e+001
5.626302e+002,8.708944e+001
5.631123e+002,8.722531e+001
5.635944e+002,8.731570e+001
5.640765e+002,8.744283e+001
5.645587e+002,8.756115e+001
5.650408e+002,8.765333e+001
5.655229e+002,8.772832e+001
5.660050e+002,8.778173e+001
5.664871e+002,8.783662e+001
5.669692e+002,8.794237e+001
5.674514e+002,8.811911e+001
5.679335e+002,8.831644e+001
5.684156e+002,8.844025e+001
5.688977e+002,8.843514e+001
5.693798e+002,8.842004e+001
5.698619e+002,8.834015e+001
5.703441e+002,8.826259e+001
5.708262e+002,8.826218e+001
5.713083e+002,8.832641e+001
5.717904e+002,8.849180e+001
5.722725e+002,8.869978e+001
5.727546e+002,8.881252e+001
5.732368e+002,8.893754e+001
5.737189e+002,8.895860e+001
5.742010e+002,8.887808e+001
5.746831e+002,8.875179e+001
5.751652e+002,8.862822e+001
5.756473e+002,8.851365e+001
5.761295e+002,8.840219e+001
5.766116e+002,8.830279e+001
5.770937e+002,8.821970e+001
5.775758e+002,8.814317e+001
5.780579e+002,8.807717e+001
5.785400e+002,8.806023e+001
5.790222e+002,8.812718e+001
5.795043e+002,8.827559e+001
5.799864e+002,8.847265e+001
5.804685e+002,8.867834e+001
5.809506e+002,8.884838e+001
5.814327e+002,8.894429e+001
5.819149e+002,8.895148e+001
5.823970e+002,8.888705e+001
5.828791e+002,8.877685e+001
5.833612e+002,8.864231e+001
5.838433e+002,8.849885e+001
5.843254e+002,8.836182e+001
5.848076e+002,8.824036e+001
