"Storage 220030 - RawData - C:\Documents and Settings\uvvis\Desktop\w\File_260418_220030.spc"
"Wavelength nm.","Abs."
200.00,1.264
200.50,1.292
201.00,1.304
201.50,1.240
202.00,1.137
202.50,1.234
203.00,1.105
203.50,1.095
204.00,1.075
204.50,1.056
205.00,1.036
205.50,1.058
206.00,1.014
206.50,1.057
207.00,1.040
207.50,1.016
208.00,0.991
208.50,0.985
209.00,0.973
209.50,1.001
210.00,0.994
210.50,0.895
211.00,0.850
211.50,0.827
212.00,0.866
212.50,0.835
213.00,0.813
213.50,0.807
214.00,0.786
214.50,0.745
215.00,0.702
215.50,0.705
216.00,0.684
216.50,0.679
217.00,0.637
217.50,0.622
218.00,0.621
218.50,0.583
219.00,0.553
219.50,0.565
220.00,0.551
220.50,0.522
221.00,0.523
221.50,0.512
222.00,0.503
222.50,0.475
223.00,0.468
223.50,0.451
224.00,0.460
224.50,0.422
225.00,0.420
225.50,0.388
226.00,0.367
226.50,0.391
227.00,0.357
227.50,0.365
228.00,0.349
228.50,0.326
229.00,0.327
229.50,0.290
230.00,0.300
230.50,0.297
231.00,0.287
231.50,0.295
232.00,0.304
232.50,0.271
233.00,0.281
233.50,0.265
234.00,0.267
234.50,0.267
235.00,0.279
235.50,0.270
236.00,0.274
236.50,0.294
237.00,0.285
237.50,0.280
238.00,0.292
238.50,0.291
239.00,0.288
239.50,0.280
240.00,0.292
240.50,0.293
241.00,0.297
241.50,0.313
242.00,0.313
242.50,0.322
243.00,0.335
243.50,0.329
244.00,0.339
244.50,0.350
245.00,0.353
245.50,0.361
246.00,0.365
246.50,0.361
247.00,0.367
247.50,0.362
248.00,0.361
248.50,0.383
249.00,0.400
249.50,0.380
250.00,0.387
250.50,0.378
251.00,0.370
251.50,0.369
252.00,0.369
252.50,0.363
253.00,0.347
253.50,0.333
254.00,0.321
254.50,0.322
255.00,0.312
255.50,0.293
256.00,0.278
256.50,0.244
257.00,0.229
257.50,0.217
258.00,0.195
258.50,0.183
259.00,0.163
259.50,0.150
260.00,0.135
260.50,0.136
261.00,0.126
261.50,0.117
262.00,0.116
262.50,0.117
263.00,0.105
263.50,0.102
264.00,0.089
264.50,0.093
265.00,0.092
265.50,0.081
266.00,0.094
266.50,0.104
267.00,0.102
267.50,0.119
268.00,0.102
268.50,0.099
269.00,0.093
269.50,0.108
270.00,0.110
270.50,0.096
271.00,0.109
271.50,0.100
272.00,0.109
272.50,0.122
273.00,0.123
273.50,0.120
274.00,0.124
274.50,0.119
275.00,0.119
275.50,0.122
276.00,0.136
276.50,0.134
277.00,0.128
277.50,0.135
278.00,0.124
278.50,0.136
279.00,0.136
279.50,0.118
280.00,0.138
280.50,0.141
281.00,0.123
281.50,0.142
282.00,0.145
282.50,0.139
283.00,0.144
283.50,0.137
284.00,0.141
284.50,0.133
285.00,0.129
285.50,0.134
286.00,0.135
286.50,0.148
287.00,0.139
287.50,0.134
288.00,0.130
288.50,0.127
289.00,0.129
289.50,0.132
290.00,0.131
290.50,0.132
291.00,0.131
291.50,0.134
292.00,0.131
292.50,0.137
293.00,0.128
293.50,0.120
294.00,0.121
294.50,0.118
295.00,0.117
295.50,0.105
296.00,0.102
296.50,0.101
297.00,0.103
297.50,0.104
298.00,0.104
298.50,0.110
299.00,0.095
299.50,0.094
300.00,0.097
300.50,0.098
301.00,0.091
301.50,0.084
302.00,0.088
302.50,0.080
303.00,0.081
303.50,0.083
304.00,0.088
304.50,0.076
305.00,0.085
305.50,0.065
306.00,0.084
306.50,0.093
307.00,0.072
307.50,0.073
308.00,0.066
308.50,0.092
309.00,0.079
309.50,0.077
310.00,0.078
310.50,0.083
311.00,0.075
311.50,0.071
312.00,0.062
312.50,0.072
313.00,0.070
313.50,0.064
314.00,0.087
314.50,0.083
315.00,0.058
315.50,0.054
316.00,0.028
316.50,0.041
317.00,0.057
317.50,0.080
318.00,0.061
318.50,0.051
319.00,0.049
319.50,0.041
320.00,0.049
320.50,0.064
321.00,0.063
321.50,0.068
322.00,0.077
322.50,0.075
323.00,0.054
323.50,0.062
324.00,0.068
324.50,0.077
325.00,0.083
325.50,0.061
326.00,0.078
326.50,0.078
327.00,0.073
327.50,0.076
328.00,0.081
328.50,0.083
329.00,0.068
329.50,0.074
330.00,0.085
330.50,0.090
331.00,0.088
331.50,0.080
332.00,0.085
332.50,0.083
333.00,0.081
333.50,0.080
334.00,0.067
334.50,0.064
335.00,0.055
335.50,0.069
336.00,0.060
336.50,0.068
337.00,0.071
337.50,0.076
338.00,0.063
338.50,0.060
339.00,0.072
339.50,0.067
340.00,0.086
340.50,0.069
341.00,0.074
341.50,0.075
342.00,0.064
342.50,0.066
343.00,0.064
343.50,0.074
344.00,0.081
344.50,0.088
345.00,0.086
345.50,0.069
346.00,0.071
346.50,0.077
347.00,0.070
347.50,0.070
348.00,0.076
348.50,0.073
349.00,0.068
349.50,0.061
350.00,0.060
350.50,0.077
351.00,0.066
351.50,0.073
352.00,0.085
352.50,0.075
353.00,0.061
353.50,0.065
354.00,0.073
354.50,0.075
355.00,0.078
355.50,0.065
356.00,0.072
356.50,0.066
357.00,0.055
357.50,0.058
358.00,0.054
358.50,0.053
359.00,0.051
359.50,0.060
360.00,0.045
360.50,0.053
361.00,0.054
361.50,0.062
362.00,0.058
362.50,0.048
363.00,0.040
363.50,0.048
364.00,0.046
364.50,0.042
365.00,0.063
365.50,0.057
366.00,0.051
