nm, A
1551.000000, 10.000000
1550.000000, 10.000000
1549.000000, -0.377502
1548.000000, -0.026178
1547.000000, 10.000000
1546.000000, 10.000000
1545.000000, 0.579500
1544.000000, 1.800053
1543.000000, 1.418722
1542.000000, 0.088966
1541.000000, 10.000000
1540.000000, 10.000000
1539.000000, 10.000000
1538.000000, -0.024851
1537.000000, -0.184760
1536.000000, 0.015783
1535.000000, 10.000000
1534.000000, 10.000000
1533.000000, -0.376697
1532.000000, -0.821456
1531.000000, 10.000000
1530.000000, 10.000000
1529.000000, 0.679594
1528.000000, -0.138426
1527.000000, 10.000000
1526.000000, 10.000000
1525.000000, -0.944222
1524.000000, -0.385406
1523.000000, -0.144465
1522.000000, 0.625906
1521.000000, -0.184425
1520.000000, -0.184425
1519.000000, -0.258523
1518.000000, -0.254721
1517.000000, -0.029273
1516.000000, -0.387642
1515.000000, -0.392003
1514.000000, -0.415488
1513.000000, -0.674426
1512.000000, -0.207492
1511.000000, -0.489000
1510.000000, 10.000000
1509.000000, 10.000000
1508.000000, 10.000000
1507.000000, 10.000000
1506.000000, -1.465359
1505.000000, 10.000000
1504.000000, -0.054975
1503.000000, 0.036865
1502.000000, -0.188066
1501.000000, 10.000000
1500.000000, 10.000000
1499.000000, -0.817780
1498.000000, -0.155839
1497.000000, -0.119248
1496.000000, 10.000000
1495.000000, -0.283385
1494.000000, -0.244897
1493.000000, -0.351319
1492.000000, -0.264138
1491.000000, 0.169475
1490.000000, 10.000000
1489.000000, 0.131315
1488.000000, 10.000000
1487.000000, 0.314798
1486.000000, 10.000000
1485.000000, -0.357375
1484.000000, -0.057123
1483.000000, -0.524217
1482.000000, -0.819307
1481.000000, -0.285428
1480.000000, -0.023609
1479.000000, -0.180548
1478.000000, -0.319813
1477.000000, -0.295763
1476.000000, -0.022300
1475.000000, -0.271519
1474.000000, 2.363813
1473.000000, 10.000000
1472.000000, 0.045704
1471.000000, -0.338604
1470.000000, -0.495782
1469.000000, -0.830875
1468.000000, -1.447311
1467.000000, -0.136651
1466.000000, -0.092221
1465.000000, -0.296512
1464.000000, -0.303043
1463.000000, -0.298109
1462.000000, 10.000000
1461.000000, -0.087825
1460.000000, 0.011232
1459.000000, -0.077193
1458.000000, -0.356464
1457.000000, -0.309301
1456.000000, -0.078896
1455.000000, 0.123853
1454.000000, -0.241573
1453.000000, -0.503488
1452.000000, -0.093633
1451.000000, -0.081388
1450.000000, -0.185590
1449.000000, 10.000000
1448.000000, 10.000000
1447.000000, -0.343462
1446.000000, -1.640097
1445.000000, -1.800331
1444.000000, -0.287504
1443.000000, -0.183873
1442.000000, -0.056313
1441.000000, -0.071282
1440.000000, -0.335822
1439.000000, -0.465194
1438.000000, -0.109261
1437.000000, -0.122140
1436.000000, -0.284391
1435.000000, -0.466750
1434.000000, -0.076789
1433.000000, -0.109386
1432.000000, 0.059686
1431.000000, 10.000000
1430.000000, 10.000000
1429.000000, -0.107425
1428.000000, -0.183941
1427.000000, -0.237784
1426.000000, -0.374787
1425.000000, -0.301318
1424.000000, -0.368164
1423.000000, -0.219730
1422.000000, -0.089806
1421.000000, -0.017220
1420.000000, -0.154622
1419.000000, -0.221034
1418.000000, -0.241157
1417.000000, -0.054490
1416.000000, -0.073651
1415.000000, -0.058499
1414.000000, -0.184320
1413.000000, -0.240828
1412.000000, -0.058707
1411.000000, -0.051812
1410.000000, -0.168110
1409.000000, -0.177743
1408.000000, -0.258075
1407.000000, -0.247434
1406.000000, 0.030735
1405.000000, -0.075465
1404.000000, -0.220364
1403.000000, -0.245264
1402.000000, -0.610236
1401.000000, -0.589216
1400.000000, -0.138599
1399.000000, -0.047645
1398.000000, -0.100544
1397.000000, -0.130911
1396.000000, -0.016172
1395.000000, -0.096315
1394.000000, -0.084398
1393.000000, -0.075414
1392.000000, -0.119699
1391.000000, -0.038068
1390.000000, -0.020404
1389.000000, 0.012044
1388.000000, -0.097159
1387.000000, -0.376198
1386.000000, -0.323146
1385.000000, -0.072690
1384.000000, -0.025330
1383.000000, -0.516232
1382.000000, -0.392863
1381.000000, -0.063007
1380.000000, -0.044210
1379.000000, 10.000000
1378.000000, 0.520688
1377.000000, -0.242457
1376.000000, 0.058902
1375.000000, -0.251494
1374.000000, -0.165801
1373.000000, -0.047773
1372.000000, -0.112822
1371.000000, -0.137552
1370.000000, -0.036312
1369.000000, -0.154367
1368.000000, -0.074259
1367.000000, -0.093698
1366.000000, -0.017131
1365.000000, -0.147461
1364.000000, -0.013392
1363.000000, -0.096527
1362.000000, -0.229509
1361.000000, -0.207644
1360.000000, -0.087327
1359.000000, 0.008665
1358.000000, -0.247292
1357.000000, -0.120081
1356.000000, -0.256964
1355.000000, -0.153670
1354.000000, -0.147502
1353.000000, -0.063857
1352.000000, -0.334810
1351.000000, -0.141023
1350.000000, -0.158037
1349.000000, -0.009954
1348.000000, -0.092085
1347.000000, -0.141710
1346.000000, -0.226530
1345.000000, -0.094884
1344.000000, -0.075895
1343.000000, -0.069445
1342.000000, -0.155804
1341.000000, -0.300659
1340.000000, -0.187551
1339.000000, -0.068203
1338.000000, -0.032938
