nm, A
1337.000000, -0.239543
1336.000000, -0.015658
1335.000000, -0.101261
1334.000000, -0.128552
1333.000000, -0.037721
1332.000000, -0.196852
1331.000000, -0.381243
1330.000000, -0.044110
1329.000000, -0.206409
1328.000000, -0.024514
1327.000000, -0.178144
1326.000000, -0.049106
1325.000000, -0.250694
1324.000000, -0.182803
1323.000000, -0.156346
1322.000000, -0.060656
1321.000000, 0.107346
1320.000000, -0.029306
1319.000000, -0.022137
1318.000000, -0.238030
1317.000000, -0.118326
1316.000000, -0.099491
1315.000000, 0.038014
1314.000000, -0.295987
1313.000000, -0.114143
1312.000000, -0.082869
1311.000000, -0.186841
1310.000000, -0.133707
1309.000000, 0.086914
1308.000000, -0.499715
1307.000000, -0.103661
1306.000000, -0.079600
1305.000000, -0.074646
1304.000000, -0.194318
1303.000000, -0.259420
1302.000000, -0.973391
1301.000000, -0.276747
1300.000000, -0.088264
1299.000000, -0.202867
1298.000000, -0.210893
1297.000000, -0.183547
1296.000000, -0.221567
1295.000000, -0.507921
1294.000000, -0.196045
1293.000000, -0.151031
1292.000000, -0.032319
1291.000000, -0.027342
1290.000000, -0.237872
1289.000000, -0.038975
1288.000000, -0.140572
1287.000000, -0.052530
1286.000000, -0.120855
1285.000000, 0.009252
1284.000000, -0.338091
1283.000000, -0.057164
1282.000000, -0.174711
1281.000000, 0.032875
1280.000000, -0.140173
1279.000000, -0.052949
1278.000000, -0.251498
1277.000000, -0.248175
1276.000000, -0.144548
1275.000000, -0.035807
1274.000000, -0.271219
1273.000000, -0.717598
1272.000000, -0.747902
1271.000000, 0.062595
1270.000000, 0.337104
1269.000000, 0.045317
1268.000000, -0.041125
1267.000000, 0.037304
1266.000000, 0.857323
1265.000000, -0.191926
1264.000000, -0.073777
1263.000000, 0.337366
1262.000000, -0.253183
1261.000000, -0.073853
1260.000000, -0.154109
1259.000000, -0.039897
1258.000000, -0.040552
1257.000000, -0.000551
1256.000000, -0.099794
1255.000000, -0.041341
1254.000000, 0.030546
1253.000000, -0.039967
1252.000000, -0.077074
1251.000000, -0.213524
1250.000000, -0.245835
1249.000000, -0.320776
1248.000000, -0.503972
1247.000000, -0.425224
1246.000000, -0.169055
1245.000000, 0.012279
1244.000000, -0.084746
1243.000000, -0.263695
1242.000000, -0.189048
1241.000000, -0.026639
1240.000000, 0.045432
1239.000000, 0.020136
1238.000000, -0.132524
1237.000000, -0.233277
1236.000000, -0.011194
1235.000000, -0.030153
1234.000000, -0.000797
1233.000000, -0.012207
1232.000000, -0.017781
1231.000000, -0.167710
1230.000000, -0.139015
1229.000000, -0.177081
1228.000000, -0.203678
1227.000000, -0.201394
1226.000000, -0.644723
1225.000000, -0.764302
1224.000000, -0.084401
1223.000000, -0.023883
1222.000000, -0.077791
1221.000000, -0.073678
1220.000000, 0.095813
1219.000000, 0.049083
1218.000000, 0.017826
1217.000000, -0.082288
1216.000000, -0.180342
1215.000000, -0.160504
1214.000000, -0.063592
1213.000000, -0.096242
1212.000000, -0.139512
1211.000000, -0.317828
1210.000000, -0.504495
1209.000000, -0.366531
1208.000000, -0.087782
1207.000000, -0.011201
1206.000000, -0.123056
1205.000000, -0.140948
1204.000000, -0.054381
1203.000000, -0.002003
1202.000000, 0.018795
1201.000000, -0.044141
1200.000000, -0.193194
1199.000000, -0.227843
1198.000000, -0.158808
1197.000000, -0.039820
1196.000000, -0.099188
1195.000000, -0.159302
1194.000000, -0.204700
1193.000000, -0.280800
1192.000000, -0.163101
1191.000000, -0.026616
1190.000000, -0.010695
1189.000000, -0.040963
1188.000000, -0.125561
1187.000000, -0.085579
1186.000000, -0.023932
1185.000000, -0.011986
1184.000000, 0.021823
1183.000000, -0.031186
1182.000000, -0.071781
1181.000000, -0.049098
1180.000000, -0.027750
1179.000000, -0.250498
1178.000000, -0.150021
1177.000000, -0.079619
1176.000000, -0.122242
1175.000000, -0.131674
1174.000000, -0.099491
1173.000000, -0.215661
1172.000000, -0.267275
1171.000000, -0.140887
1170.000000, -0.017260
1169.000000, 0.009472
1168.000000, -0.147263
1167.000000, -0.035362
1166.000000, -0.149915
1165.000000, -0.117847
1164.000000, -0.014129
1163.000000, -0.220779
1162.000000, -0.162142
1161.000000, -0.056606
1160.000000, -0.118046
1159.000000, -0.151354
1158.000000, -0.068063
1157.000000, 0.078395
1156.000000, -0.192320
1155.000000, -0.172296
1154.000000, -0.154581
1153.000000, -0.043763
1152.000000, -0.031017
1151.000000, -0.100201
1150.000000, -0.134878
1149.000000, -0.042923
1148.000000, -0.162627
1147.000000, 0.008493
1146.000000, -0.171825
1145.000000, -0.036417
1144.000000, -0.021482
1143.000000, -0.031873
1142.000000, 0.002650
1141.000000, -0.147047
1140.000000, -0.034393
1139.000000, -0.056153
1138.000000, -0.062564
1137.000000, -0.219911
1136.000000, -0.151615
1135.000000, -0.415496
1134.000000, -0.197176
1133.000000, 0.000914
1132.000000, 0.019760
1131.000000, -0.203979
1130.000000, 0.000293
1129.000000, -0.051065
1128.000000, -0.173291
1127.000000, -0.100953
1126.000000, -0.010076
1125.000000, -0.214005
1124.000000, -0.051810
1123.000000, -0.050718
1122.000000, 0.059910
1121.000000, -0.110073
1120.000000, 0.020738
1119.000000, -0.112612
1118.000000, -0.092282
1117.000000, -0.160436
1116.000000, -0.131850
1115.000000, -0.053037
1114.000000, -0.193134
1113.000000, -0.080076
1112.000000, -0.101495
1111.000000, 0.027613
1110.000000, -0.143201
1109.000000, -0.054481
1108.000000, 0.058398
1107.000000, -0.267242
1106.000000, -0.010739
1105.000000, -0.188951
1104.000000, -0.035943
1103.000000, -0.000679
1102.000000, 0.087280
1101.000000, -0.109962
1100.000000, -0.102588
1099.000000, -0.139496
1098.000000, -0.133973
1097.000000, -0.196265
1096.000000, -0.080710
1095.000000, -0.006033
1094.000000, -0.062054
1093.000000, -0.095529
1092.000000, -0.007205
1091.000000, -0.064466
1090.000000, -0.101368
1089.000000, -0.053008
1088.000000, 0.015990
1087.000000, -0.092891
1086.000000, -0.016179
1085.000000, -0.083509
1084.000000, 0.001527
1083.000000, -0.173313
1082.000000, -0.052018
1081.000000, -0.100163
1080.000000, -0.156101
1079.000000, -0.124057
1078.000000, -0.020203
1077.000000, -0.015167
1076.000000, -0.252712
1075.000000, -0.167637
1074.000000, -0.116859
1073.000000, -0.012554
1072.000000, -0.042727
1071.000000, -0.011335
1070.000000, -0.139551
1069.000000, -0.065758
1068.000000, -0.022144
1067.000000, -0.012767
1066.000000, -0.023607
1065.000000, -0.005758
1064.000000, -0.273906
1063.000000, -0.048530
1062.000000, -0.091460
1061.000000, -0.039336
1060.000000, -0.187143
1059.000000, -0.265069
1058.000000, -0.127452
1057.000000, -0.022618
1056.000000, -0.064744
1055.000000, -0.220688
1054.000000, -0.029459
1053.000000, -0.055895
1052.000000, 0.025349
1051.000000, -0.016375
1050.000000, -0.094803
1049.000000, -0.247278
1048.000000, -0.100184
1047.000000, -0.082515
1046.000000, 0.005980
1045.000000, -0.100184
1044.000000, -0.028428
1043.000000, -0.124118
1042.000000, -0.232887
1041.000000, -0.250774
1040.000000, -0.085969
1039.000000, -0.003592
1038.000000, -0.062826
1037.000000, -0.104440
1036.000000, -0.119321
1035.000000, -0.130109
1034.000000, -0.028919
1033.000000, -0.032474
1032.000000, -0.017984
1031.000000, -0.065875
1030.000000, -0.102442
1029.000000, -0.205656
1028.000000, -0.038113
1027.000000, -0.032384
1026.000000, -0.100737
1025.000000, -0.062233
1024.000000, -0.056163
1023.000000, -0.077989
1022.000000, -0.189449
1021.000000, -0.189964
1020.000000, -0.070754
1019.000000, -0.006321
1018.000000, -0.099458
1017.000000, -0.167720
1016.000000, -0.049389
1015.000000, -0.211367
1014.000000, -0.244917
1013.000000, 0.003695
1012.000000, -0.069458
1011.000000, -0.092227
1010.000000, -0.046154
1009.000000, -0.135965
1008.000000, -0.130041
1007.000000, -0.179294
1006.000000, -0.235736
1005.000000, -0.150676
1004.000000, -0.065066
1003.000000, 0.022444
1002.000000, -0.109250
1001.000000, -0.136165
1000.000000, -0.167522
999.000000, -0.138858
998.000000, 0.050249
997.000000, -0.158892
996.000000, -0.191770
995.000000, -0.065003
994.000000, -0.004192
993.000000, -0.089539
992.000000, -0.153135
991.000000, -0.087278
990.000000, -0.087495
989.000000, -0.096576
988.000000, -0.013023
987.000000, -0.044689
986.000000, -0.137407
985.000000, -0.084400
984.000000, -0.270194
983.000000, -0.210915
982.000000, -0.025383
981.000000, -0.027646
980.000000, -0.114832
979.000000, -0.035047
978.000000, -0.030925
977.000000, -0.058248
976.000000, -0.040075
975.000000, 0.044574
974.000000, -0.230945
973.000000, -0.167261
972.000000, -0.056412
971.000000, 0.035586
970.000000, -0.078521
969.000000, -0.023300
968.000000, 0.086236
967.000000, -0.055410
966.000000, -0.129538
965.000000, -0.110164
964.000000, -0.046851
963.000000, -0.060340
962.000000, -0.049605
961.000000, -0.009431
960.000000, -0.140980
959.000000, -0.042003
958.000000, -0.009529
957.000000, 0.066843
956.000000, -0.182806
955.000000, -0.027655
954.000000, -0.124920
953.000000, -0.108432
952.000000, -0.071234
951.000000, -0.206010
950.000000, -0.046652
949.000000, -0.128527
948.000000, -0.113799
947.000000, -0.113604
946.000000, -0.345345
945.000000, -0.171029
944.000000, -0.007024
943.000000, 0.147241
942.000000, -0.058218
941.000000, -0.049116
940.000000, -0.100045
939.000000, -0.088671
938.000000, -0.027664
937.000000, -0.223444
936.000000, 0.013869
935.000000, -0.062211
934.000000, 0.046820
933.000000, -0.149347
932.000000, -0.049418
931.000000, -0.328265
930.000000, -0.232232
929.000000, -0.129204
928.000000, 0.001259
927.000000, 0.056293
926.000000, -0.271320
925.000000, -0.012604
924.000000, -0.212588
923.000000, -0.099344
922.000000, 0.026380
921.000000, -0.218627
920.000000, -0.008985
919.000000, -0.063131
918.000000, 0.027320
917.000000, -0.280342
916.000000, 0.063111
915.000000, -0.167757
914.000000, -0.338039
913.000000, -0.078006
912.000000, 0.004757
911.000000, 0.009488
910.000000, -0.209410
909.000000, -0.111799
908.000000, -0.198162
907.000000, -0.059252
906.000000, -0.017833
905.000000, 0.024082
904.000000, 10.000000
903.000000, -0.129101
902.000000, -0.195466
901.000000, -0.614858
900.000000, -0.031905
899.000000, -0.035166
898.000000, 0.032776
897.000000, -0.195383
896.000000, 0.001821
895.000000, -0.054572
894.000000, -0.163220
893.000000, -0.094569
892.000000, -0.171882
891.000000, -0.015101
890.000000, 0.037961
889.000000, -0.114246
888.000000, 0.045277
887.000000, -0.047008
886.000000, 0.050232
885.000000, -0.053947
884.000000, -0.298438
883.000000, -0.005012
882.000000, -0.043160
881.000000, -0.069268
880.000000, -0.108398
879.000000, -0.162374
878.000000, -0.373278
877.000000, -0.086647
876.000000, -0.081634
875.000000, -0.057125
874.000000, 0.033670
873.000000, -0.217177
872.000000, -0.047487
871.000000, -0.151248
870.000000, -0.047989
869.000000, 0.024890
868.000000, -0.140297
867.000000, 0.042891
866.000000, -0.039569
865.000000, -0.008576
864.000000, -0.142749
863.000000, -0.037008
862.000000, -0.110237
861.000000, -0.111216
860.000000, -0.127467
859.000000, -0.666160
858.000000, -1.040573
857.000000, -0.029422
856.000000, -0.365815
855.000000, -0.449531
854.000000, 0.074208
853.000000, -0.448547
852.000000, -0.818168
851.000000, -0.048647
850.000000, 0.050030
849.000000, -0.071359
848.000000, 0.123786
847.000000, -0.235520
846.000000, -0.516998
845.000000, -0.428780
844.000000, -0.082218
843.000000, -0.477289
842.000000, -0.574466
841.000000, 0.218670
840.000000, -0.077253
839.000000, -0.003797
838.000000, 0.095297
837.000000, -0.075793
836.000000, -0.290166
835.000000, -0.149047
834.000000, 0.038551
833.000000, -0.044380
832.000000, -0.689806
831.000000, -0.855114
830.000000, -0.101248
829.000000, -0.160371
828.000000, -0.276788
827.000000, -0.465878
826.000000, -0.062725
825.000000, -0.197835
824.000000, -0.344782
823.000000, -0.234876
822.000000, -0.012975
821.000000, -0.197275
820.000000, -0.389561
819.000000, 0.204694
818.000000, 0.194125
817.000000, -0.127133
816.000000, -0.208927
815.000000, -0.080858
814.000000, -0.101025
813.000000, -0.047193
812.000000, -0.044487
811.000000, -0.073739
810.000000, -0.451125
809.000000, -0.977431
808.000000, -0.898277
807.000000, -0.105020
806.000000, -0.462653
805.000000, -0.471234
804.000000, -0.025284
803.000000, -0.057195
802.000000, -0.153227
801.000000, -0.063080
800.000000, -0.251681
